HHF,G,Y,FADA,AA,HGD,AT,E,K,T,U,I,B,W,Q,SDE
0,0,0,0,0,2.646,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.266,0,0,0,0,0,0,0,0,0,1
0,0,2.46,0.278,0,1.736,0,0,0,0,1.23,0,0,0,0,0
0,0,2,0,2,1.979,0,0,0,0,1.33,0.66,0,0,0,0
0,0,5.4,0.396,0,2.533,0,0,0,0,0,0,0,0,0,0
0,0,0.86,0.043,0,1.3,0.28,0,0,0,0,0,0,0,0,0
0,0,0,0.125,0,7.054,0,0,0,0,0,0,0,1.36,0,1
0,0,0,0,0.54,4.037,0,0,0,0,0,0,0,0,0,0
0.175,0,0,0.351,0,3.343,0,0,0,0,2.1,0,0,0,1.05,1
0,0,0,0,2.22,1.583,0,0,0,2.22,0,0,0,0,0,0
0.022,0,0,0,0,2.227,0,0.29,0,0,0,0,0,0.14,0,1
0,0.46,0,0.37,0,6.137,0,0.46,0,0,1.86,0,0,0,0,1
0,0,0,0,25,2.333,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,6.09,1.82,0.6,0,0,0.6,0,0.6,0,0,0
0.08,0,0,0.728,0,6.612,0,1.29,0,0,3.89,0,0.64,0,0,1
0,0,0,0.633,0,1.386,0,0,0,0,0.55,0,0,0,0,0
0,0,0,0,0,1.222,0.9,0,0,0,0,0,0,0,0,0
0,0,1.96,0,0,1.6,0,0,0,0,0,0,0,0,0,0
0,0,1.31,0,2.63,1.75,0,0,0,0,1.31,0,0,0,0,0
0,0,9.09,0,0,1.833,0,0,0,0,0,0,0,0,0,0
0.067,0.08,0,0.308,0,4.215,0.08,0.43,0,0.43,1.55,0.69,0.17,0.17,0.08,1
0,0,7.14,0,3.57,3.6,0,0,0,0,0,0,0,0,0,0
0.613,0.63,0,0,0,1.251,0,0,0,0,1.91,0,0,0,0,1
0.173,0,0,1.739,0,56.538,0,0.48,0,0,5.36,0,0.97,0,0,1
0.271,0.21,0,0.465,0,9.052,0,0.85,0,0.21,1.71,0,0,1.28,0.21,1
0,0,1.62,0,1.08,3.039,0,0,0,0,0,0,0,0,0,0
0,0,0,0.004,0,2.393,0.22,0,0.03,0,0.25,0,0.14,0,0.03,0
0,0,0,0,0,2,0,0.21,0,0,0.42,0,0,0,0,0
0,0,0.8,0,0,1.428,0,0,0,0,0,0,0,0,0,0
0,2.04,0,0.309,0,2.111,0,0.68,0,0.68,2.04,0,0,0,0,1
0.034,0,0.61,0,0.12,3.237,0,0,0,0,0.24,1.11,0,0,0,0
0.117,0.25,0,0.403,0,7.484,0.08,0.85,0.17,0.17,0.42,0.59,0.08,0.85,0.08,1
0,0,0,0,0,2.023,1.12,0,0,0,0,0,0,0,0,0
0,0,0,0.889,0,2.13,0,0,0.78,0,0.78,0,0,0.78,0.78,1
0,0,0,0,0.9,1.772,0,0.9,0,0,0.9,0,0,0,0,0
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.103,0,0,0,0,0,0,0,0.59,0,1
0.206,0,0,0.412,0,2.3,0,0.6,0,0,0.6,0,0,0.6,0,1
0.022,0,0,0,0,1.423,0,0.25,0,0,0.02,0.15,0.02,0.37,0.22,1
0,0,0,0,0.8,1.2,0,0,0,0,0.8,0,0,0,0,0
0,0,0,0,0,1.25,0,0,0,0,1.16,0,1.16,0,0,0
0,0,0,0,0,1.023,0,0,0.25,0,4.51,0,0.75,0,0,1
0,0,1.34,0,1.34,1.742,0,0.33,0,0,0.33,0,0,0,0,0
0,0,0,0.729,0,2.285,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3.44,1,0,0,0,0,6.89,0,0,0,0,0
0.205,0,0,0.102,0,3.548,0,1.44,0.72,0,1.8,0.24,0,0.72,0.24,1
0.106,0,0,1.174,0,3.584,0,0.32,0.32,2.57,3.53,0.32,0,0,1.6,1
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.529,0,3.07,0,0,1.53,0,0,0,0,0
0,0,0,0,0,1.166,0,0,0,0,0,0,0,0,0,0
0,0,0.67,0,0,3.27,0,0,0,0,2.02,0,0,0,0,0
0.31,0.19,0,0.749,0,6.652,0,0,0,0.39,1.38,1.38,0.39,0,0,1
0,1.63,0,1.212,0,15.916,0,0,1.63,0,0,0,1.63,0,0,1
0,0,0,0,0,1,4.16,0,0,0,0,0,0,0,0,0
0.105,0,0.34,0.899,0,667,0,1.02,0,1.02,0.68,0.68,0,0,0,1
0,0,7.69,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,5.26,0,2.63,3.076,0,2.63,0,0,2.63,0,0,0,0,0
0.056,0.11,0,0.131,0,4.47,0,0.46,0,0.46,1.74,1.04,0.34,0,0.11,1
0,0.61,0,0.353,0,2.25,0,0,0,0,1.23,0,0,0,1.23,1
0.036,0.23,0,0.841,0,1.862,0,1.15,0,0,1.84,0,0.46,0,0.69,1
0,0,0,0.093,0,2.755,0,0.64,0.64,5.19,1.29,0,0,0,1.29,1
0,0,0,0.371,0,3.096,0,0,0,0,2.19,0,0,0,1.09,1
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0.158,0.32,0,0,0,1.494,0,0.65,0,0,3.25,0,0,0,0.32,1
0.025,0,0,0.615,0,1.377,0,1.23,0,0,1.08,0,0,0,1.54,1
0.019,0,0.79,0,0.06,2.716,0,0.19,0,0,0.19,0.73,0,0,0,0
0,0,0,0.102,0,4.771,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.076,0,1.02,0,0,0,0,0.51,0,0.51,0
0,0,1,0.075,0,1.483,0,0,0,0,0,0,0,0,0,0
0.16,0.45,0,0.64,0,3.607,0,0.45,0.45,0,1.36,0.9,0,0,0,1
0,0,4.34,1.798,0,2.615,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0.21,0,0,0,0,0
0.242,0.68,0,1.089,0,3.488,0,0.68,0,0,0.68,0,0,1.36,0,1
0,0,4.47,0.102,0,2.121,0,0,0,0,0,0,0,0,0,0
0.071,0.38,0,0.244,0,1.732,0,0.19,0,0.06,0.7,0.06,0.12,0.19,0,1
0,0,0,0.942,0,5.114,0,0.87,0,0,0.87,0,0,0,1.74,1
0,0,3.1,0.099,3.1,2.325,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3.03,1.272,0,0,0,0,0,0,0,0,0,0
0,0,14.28,0,0,2.777,0,0,0,0,0,0,0,0,0,0
0,0,1.3,0,0,1.411,0,0,0,0,0.65,0,0,0,0,0
0.167,0.05,0,0.01,0,1.818,0,1.52,0.05,0.23,1.11,0.05,0,0.82,0.64,1
0,0,0,0.376,0,1.702,0.58,0,0,0,1.16,0.58,0,0,0,0
0,0,0,0,0,4.333,0,0,0,0,0,0,0,0,0,1
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
1.05,0,0,0.678,0,5.648,0,0.07,0.17,0,1.23,0.49,0.28,0.56,0.49,1
0,0,0,0.441,0,1.372,0,1.12,0,0,0.93,0,0,0,0.37,1
0,0,0,0.886,0,1.966,0,0,0,0,0,0,0,0,1.17,1
0,0,8,0,0,1.647,0,1.33,0,0,1.33,0,0,0,0,0
0,0,0,0,0,1.901,0.16,0.83,0,0,0.67,0,0.16,0,0,0
0,0,0,0.27,0,1.5,0,0,0,0,0,0,0,0,0,0
0,0,0,0.935,0,3.417,0,0.88,0,0,0,0,0,0,0,1
0.341,0,0,0.17,0,3.809,0,0,0,0,0,0,0,0,0,1
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.829,2.45,0,0,0,0,0,0,0,0,0
0,0,0,0.448,0,2,0,0,0,0,0,0,0,0,0,0
0,0,2.48,0.02,0,4.113,3.07,0.14,0,0,0,0,0,0,0,0
0,0,1.63,0,0,1.48,0,0,0,0,0,0,0,0,0,0
0,1.04,0,0.263,0,1.428,0,3.12,0,0,1.04,0,2.08,0,0,1
0.016,0,1.58,0.033,0,2.056,0,0.6,0,0,0.48,0,0,0,0.73,0
0,0,2.13,0.026,0.17,2.941,0,0.88,0,0,1.06,0,0,0,0,0
0,0,0,0,0,2.769,3.84,0,0,0,0,0,0,0,0,0
0.144,0,0,1.083,0,2.428,0,0.89,0,0,1.78,0,0,0,0,1
0.166,0,1.08,0,0,2.804,0,0.54,0,0,0,0.4,0,0,1.01,0
0.057,0.38,0,0.057,0,7.121,0,0.38,0,0,1.16,0.38,0,0,0.77,1
0,0,0,0.511,0,4.617,0,0,0,0,0,0,0,0,0,1
0,0,0,0.457,0,1.192,0.86,0.86,0,0,0.86,0,0,0,0,0
0.229,0,0,0.104,0,3.705,0,1.59,0.73,0,1.72,0.24,0,0.49,0.12,1
0.109,0.18,0,0.522,0,5.759,0.04,0.04,0.18,0.04,1.87,0.28,0.18,0.46,0.37,1
0.165,0,0,0.638,0,3.697,0,0,0.39,0.29,1.32,0.29,0.17,0.34,0.54,1
0,0,0,0,0,1,3.57,0,0,0,0,0,0,0,0,0
0,0,0,0.047,0,1.081,0.26,0.52,0,0,0.26,0,0,0,0,0
0.036,0.26,0,0.813,0,2.145,0,0.52,0.26,2.08,0.26,0,0,0,1.56,1
5.3,0.41,0,0.904,0,7.478,0,0,0,0,0.41,0,0,0.41,0.41,1
0,0,0.08,0,0.08,1.833,0,0,0,0,0,0,0,0,0.08,0
0,0,0,0,0,2.921,0.52,0,0,0,0,0.26,0,0,0,0
0,0,3.88,0,0,1.89,0,0,0,0,0,0,0,0,0,0
0.37,0,0,0.444,0,2.413,0,0.44,0,0,2.2,0,0,2.2,0,1
0.071,0.07,0,0.119,0,3.429,0,0.52,0.22,0.22,1.87,0.67,0.22,0,0.07,1
0,0,0,0,0,1.6,0,7.14,0,0,0,0,0,0,0,0
0,0.16,3,0.02,0.33,2.604,0,0.83,0,0,0.16,0.16,0,0,0.16,0
0,1.23,0,1.939,0,1.379,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1.644,0,0,0,0,0.33,0,0,0,0,0
0,0,0,0.931,0,12.055,0,0.71,0,0,3.57,0,0,0,2.85,1
0.044,0,2.04,0.014,0,2.112,0,0.09,0.04,0,0.64,0.04,0,0,0.19,0
0,0,1.81,0,0,1.5,0,0,0,0,0,0,0,0,0,0
0,0.38,0,0.123,0,2.062,0,0.38,0.38,0,1.93,0,0,0,0,1
0.121,0,0,0.202,0,1.945,0,0,0,0,2.76,0,0,0,0,0
0,0,0,1.149,0,9.1,0,0,0,0,2.17,0,0,0,0,1
0,0,0,0,8.88,1.3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,2.17,0,0,0,0,0,0,0,0
0,0,0,0.936,0,4.586,0,1.29,0,0,0,0,0,0,0,1
0,0,0,0.444,0,1.626,0,0,0,0,0.58,0,0,0,0,0
0.058,0,0,0.019,0,3.389,0,0.27,0.1,0,1.2,0,0,0.21,0.1,1
0,0.61,0,0.829,0,4.45,0,1.22,0,0,0.61,0.61,0,0.61,0,1
0.026,0,0.58,0,0.09,3.704,0,0,0,0,0.19,0.87,0,0,0,0
0,0,0,0.471,0,2.088,0,0.26,0.26,0,0,0,0,0,0,1
0,0,2.53,0.094,1.52,1.26,0,0,0,0,0,0,0,0,0,0
0,0,2.15,0,0,1.535,0,0.46,0,0,0,0,0,0,0.46,0
0.083,0.17,0,0.665,0,6.294,0,0.34,0.17,0.17,0.86,0,0.34,0,0,1
0.157,0.5,0,0.488,0,8.55,0.1,0.8,0.3,0.2,0.7,0.8,0.2,0.6,0,1
0.061,1.04,0,0.615,0,3.318,0,0,0,0,2.09,0,0,0,1.04,1
0.158,0.5,0,0.49,0,8.55,0.1,0.8,0.3,0.2,0.7,0.8,0.2,0.6,0,1
0.131,0,0,0.149,0,3.629,0,2.15,0.35,0,1.75,0.1,0.1,0.05,0.3,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.093,0,0,2.001,0,3.706,0,0.27,0.27,1.95,3.07,0.27,0.27,0,1.39,1
0,0,4.44,0,0,2.018,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.062,0,0.68,0,0,2.04,0,0,0,0,0
0.063,0,0,0.158,0.2,2,0,0,0,0,1.02,0.4,0.81,0,0.61,1
0,0,0,0,33.33,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.682,0,0,0,0,2.03,0,0,0,0.67,1
0,0,0,0.475,0,1.576,3.03,0,0,0,0,0,0,0,0,0
0.033,0,0.6,0,0.12,4.134,0,0.12,0,0,0.24,1.08,0,0,0,0
0,0,0,0.867,0,2.22,0,0.52,0,0,0,0,0.52,0,0,1
0,0,0,1.554,0,2.111,0,0,0,0,0,0,0,0,0,1
0,0,0.64,0,0,1.536,0,1.28,0,0,0.64,0,0,0,0,0
0,0,0,0,0,1.166,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.357,0,2.22,0,0,0,0,0,0,0,0
0.135,0.58,0,0.067,0,3.015,0,1.75,0.39,0,0.39,0,0,0.78,0.58,1
0.124,0.72,0,0.124,0,1.781,0,2.91,0,0,0,0,0,0,0,1
0,0,0,0,0,1.714,0,0,0,0,0,0,0,0,0,0
0,0,0,0.133,0.78,1.565,0,0,0,0,0.78,0,0,0,0,0
0,0,0,0.149,0,2.178,0.16,0,0,0,0.32,0,0.16,0,0,0
0.062,0,0,0.374,0,2.892,0,0.63,0.42,0,0,0,0,0.21,0,0
0,0,0.99,0,0.66,2.238,0,0,0,0,0.66,0,0,0,0,0
0.162,0.05,0,0.01,0,1.794,0,1.45,0.05,0.23,1.04,0.05,0,0.75,0.69,1
0,0,0,0.347,0,6.137,0,0,0,0,0,0,3.36,0,0,0
0.158,0.5,0,0.49,0,8.55,0.1,0.8,0.3,0.2,0.7,0.8,0.2,0.6,0,1
0,0,0.26,0,0,2.545,0,0.26,0,0,2.6,0,0,0,0,0
0.261,0.08,0,0.358,0,3.554,0.08,0.26,0.26,0.17,1.3,0.52,0.26,0.08,0.34,1
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0.048,0,1.46,0.029,0,1.793,0,0.13,0.06,0.13,0.83,0.13,0.06,0,0.06,0
0.016,0,3.63,0,0,2.309,0,0,0,0,0,0,0,0.12,0.6,0
0.338,0.11,0,0.492,0,6.033,0,0.17,0.11,0,2.05,0.05,0.29,0.47,0.11,1
0,0,0,0,0,1.136,0.14,0,0,0,0.14,0,0,0,0,0
0.241,0,0,0.439,0,3.702,0,0.19,0.25,0.69,1.26,0.76,0.19,0.44,0.44,1
0,0,0,0,0,1.222,0,0,0,0,0,0,0,0,0,0
0,0,2.12,0,0,1.666,0,0,0,0,0,0,0,0,0,0
0,0,0,0.33,0,1.769,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0.254,0,2,0,0,0,0.69,0.69,0,0,0,0,0
0.896,0.44,0,0.482,0,6.77,0,1.34,0,0,1.34,0,0,0.44,0.89,1
0,0,4.54,0,0,2.186,1.36,0.45,0,0,0,0,1.36,0,0,0
0,0,0.35,0,0,1.27,0.35,0.35,0,0,0.71,0,0,0,0,0
1.219,0,0,0,0,3.875,0,0,0,0,3.84,0,0,0,0,1
0.197,0.06,0,0.474,0,3.286,0,0.13,0.27,0,0.81,0,0.34,0.13,0,1
0.182,0.61,0,0.728,0,4.339,0,1.54,0,0.92,0.92,0.3,0,1.23,0.3,1
0.159,0,0,0,0,1.515,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.416,0,0,0,0,2.5,0,0,0,0,0
0,0,0,0.087,0,1.54,0,0.75,0,0,0.45,0,0.15,0,0,1
0.698,0,0,2.295,0,2.016,0,0,0,0,0.52,0,0,1.05,0.52,1
0,0,0,0,0,1,2.12,0,0,0,2.12,0,0,0,0,0
0,0,0,0.462,0,3.125,0,0,0,0,0,0,0,0,0,1
0.058,0.17,0,0.117,0,3.521,0,0,0.35,0,0.7,0,0.17,0.35,0.17,1
0,0,1.41,0,0.7,1.506,0,0,0,0,1.06,0,0,0,0,0
0,0,0,0.925,5,1.3,0,0,0,0,0,0,0,0,0,0
0,0,0,0.937,0,11.888,0,0.71,0,0,3.59,0,0,0,2.87,1
0.259,1.06,0,1.208,0,5.558,0,0.53,0,0,1.06,0,0,1.59,0.53,1
0,0,0,0.784,0,5.687,0,1.11,0,0,3.33,0,0,0,0,1
0.024,0,0.77,0,0.08,2.634,0,0,0,0,0.25,0.77,0,0,0,0
0.136,0.03,0,0.379,0,3.341,0,0.23,0.1,0.13,1.36,0.37,0.17,0.27,0.34,1
0.048,0.68,0.34,0.048,0,1.411,0,0.68,0.34,0,2.73,0,0.34,0,0,1
0,1.14,0,0,0,1.227,0,0,0,0,2.29,0,0,0,0,1
0,0,0,0.44,0,1.382,0,0,0.66,0,0.66,0.66,0,0,0,0
0,0,1.05,0,0,1.78,0,1.05,0,0,0,0,0,0,0,0
0,0,1.58,0,1.58,3.461,0,0,0,0,0,0,6.34,0,0,0
0,0.53,0,0.361,0,2.437,0,0.53,0,0,3.19,0,0,0,0.53,1
0.059,0,3.02,0,0,2.529,0,0,0.2,0,0,0,0,0.1,0.1,0
0,0,0,0,0,1.235,0,0,0,0,3.5,0,0,0,0,0
0,0,0,0,0,2.058,0,0,0,0,5.26,5.26,0,0,2.63,0
0,0,0,0,0,1.8,0,0,0,0,0,0,14.28,0,0,0
0.188,0,0,0.754,0,5.551,0,0,0,6.25,1.56,0,0,0,0,1
0,0,0,0.662,0,10.068,0,0,0,0,0,0,0,0.64,0,1
0,0,0,0,0.7,18,0,0,0,0,1.4,0,0,0,0.7,0
0,0,0.17,0.019,0,2.059,0,0.17,0,0,0.7,0.17,0.35,0,0.17,0
0.129,0,0,0.843,0,5.87,0,0.39,0.78,0,1.18,0,0.39,0,0,1
0,0,0,0,0,2.6,0,0,0,0,0.69,0,0,0,0.46,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.163,0,0.49,0,0.24,9.876,0,0.24,0,0,0,0,0.24,0,0,0
0.175,0,0,0.878,0,5.985,0,0.37,0.37,0,1.48,0,0.37,0,0,1
0,0,1.06,0,0,2.108,0,1.41,0,0,0,0,0,0,0.35,0
0,0.75,0,0.242,0,9.584,0,0,0,0,1.5,0,0.75,0,0.37,1
0.064,0,0,0.364,0,13.884,0,0,0,0,2.32,0.13,0.13,0.13,0,1
0.182,0,0,0.384,0,8.851,0,1.05,0.1,0.31,0.31,0,0.1,0.52,0.84,1
0,1.25,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.107,0,0,0.242,0.18,2.623,0,0,0,0,0.94,0.37,1.32,0,0.37,1
1.313,0,0,5.848,0,5.96,0,0.39,0,0.09,1.08,0.09,0.49,0,0.09,1
0,0,0,0,0,21.428,0,0,0,0,1.81,0,0,0,0,1
0,0.86,0,0.759,0,2.75,0,0,0,0,1.73,0,0,0,0,1
0.799,0.47,0,0.621,0,36.642,0,0.47,0,0,0,0,0,4.76,0.47,1
0,0.38,0,0.117,0,2.061,0,0.76,0.38,0,1.92,0,0,0,0,1
0,0,0,1.647,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0.216,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0.591,0,3.28,0,0.38,0.38,0,1.42,0,0.09,0,0,1
0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0
0,0,0,0.232,0,1.296,0,0,0,0,0,0,0,0,0,0
0.377,0,0,0.022,0.16,3.918,0,0.16,0,0.32,2.08,0.16,0.32,0,0.32,0
0,0,0.64,0,0,1.967,0,0.32,0,0,0,0.32,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.53,0,0,0,2.131,0,0,0,0,1.6,0,0.53,0,0,1
0.128,0,0.75,0,1.5,3.657,0,2.25,0,0,0,0,0,0,0,0
6.003,0,0,0,0,3.75,0,0,0,0,1.12,0,0,1.12,0,1
0,0,0,0.214,0,3.956,0.86,0,0,0,0.86,0,0,0,0,0
0,0,0,1.529,0,5.5,0,0,0,0,0,0,0,0,0,1
0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0
0.218,0,0,2.295,0,5.166,0,0,0,0,1.86,0,0.62,0,0,1
0,0,0,1.501,0,2.777,0,0.45,0,0,1.36,0,0.45,0,0,1
0.082,0,0,0.165,0,2.325,0,0,0,0,1.18,0,0,0,0,1
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0.157,0.32,0,0,0,1.494,0,0.64,0,0,3.24,0,0,0,0.32,1
0.271,0,0,0.542,0,2.157,0,0,0,0,1.44,0,0,1.44,0,1
0,0,0,0.267,0,4.18,0,0,0,0.47,1.9,0,0.95,0,0,1
0,0,0,0,0,2.178,0,0,0,0,0,0,0,0,0,0
0,0,0.95,0,0,2.142,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.916,0,1.85,0,0,0,0,0,0,0,0
0,0,4.62,0,0,2.239,0,0,0,0,0,0,0,0,0.71,0
0,0,1.7,0,0.85,2.44,0,0,0,0,0.42,0,0,0,0,0
0.08,0,0,0.484,0,8.375,0,0.55,0,0,2.22,0,0.55,0.55,0,1
0.118,0,0.05,0.054,0,2.379,0,0.1,0,0.3,0.75,0.1,0.3,0.15,0,1
0,0,0,0.175,0,3.125,2.85,0,0,0,0,0,0,0,0,0
0,0,0,0,7.69,2.6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.5,3.33,0,0,0,0,0,0,0,0,0
0.523,0,0,0.454,0,6.59,0,0.14,0.29,0,1.35,0.54,0.43,0.51,0.43,1
0.322,0.3,0,0.092,0,2.074,0,0.92,0,0,0.61,0,0,0.61,0,1
0.033,0,0.69,0,0,1.705,0,1.53,0.07,0,0.38,0,0,0,0.07,0
0,0,0,0.492,0,2.184,0,0.32,0,0,0.96,0.32,0,0,0.96,1
0,0,0,0.109,0.38,1.043,0,0.77,0.38,0,6.17,0,1.93,0,0.38,0
0,0,0,0,0.83,4.484,0,0,0,0,0,0,0,0,0,0
0.182,0,0,0.136,0,8.207,0,0,0.27,0,0.27,0,0,0,0,1
0.053,0,0,0.07,0,1.744,0.21,0.21,0,0,0.63,0.1,0.1,0,0,0
0,0,0,0.222,0,2.826,0,0,0,0,0,0,0,0,0,0
0.133,0,0,0.334,0,15.493,0,0.29,0.29,0.09,1.69,0.59,0.09,1.39,0.79,1
0,0.3,0.75,0,0.3,1.703,0,0,0,0,0.3,0,0,0,0,0
0,0,0,5.054,0,1.403,0.28,0,0,0,0,0,0,0,0,0
0.014,0,0.65,0,0.05,2.88,0,0.15,0,0,0.15,0.55,0,0,0,0
0.221,0,0,0.069,0,3.426,0,0.14,0.11,0,1.49,0.97,0.44,0.33,0.07,1
0,0,0,0.464,0,1.392,0,1.11,0,0,0.92,0,0,0,0.37,1
0,0,0,0.111,0,1.73,0,0,0,0,0,0,0,0,0,0
0,0,0,0.511,0,4.617,0,0,0,0,0,0,0,0,0,1
0,0,3.84,0.581,0,1.615,0,0,0,0,0,0,0,0,0,0
0,0,2.88,0.138,0.96,1.986,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.72,3.475,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.222,0,0,0,0,1.69,0,0,0,0,0
0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0
0.141,0,0,0.189,0,1.932,0,0,0,0,1.2,0.6,0,0,0,1
0,0,0,0,0,1.8,0,0,0,0,0,0,14.28,0,0,0
0,0,0,0,0,13.166,0,3.7,0,0,0,0,0,0,0,1
0,0.67,0,0,0.67,1.87,0,0,0,0,0.67,0,0,0,0,0
0,0,4.9,0,0.32,5.555,0,0,0,0,0.65,0,0,0,0,0
0.254,0,0,0.677,0,5.2,0,1.47,0,0,2.45,0,0,0.49,0.98,1
0,0,0,0,0,10,0,0,0,0,1.01,0,0,0,0,0
0.519,0,0,1.143,0,3.737,0,0,0,3.42,1.36,0.68,0,0,2.73,1
0,0,1.87,0,1.25,2.238,0,0,0,0,1.25,0.62,1.25,0,0,0
0.054,0,0,0.164,0,1.671,0,1.92,0.96,0,0.64,0,0,0,0,1
0,0,0,0.234,0,4.176,0,0,0,0,3.7,0,0,0,1.23,1
0.21,0,0,0.421,0,3.454,0,0,0,0,3.61,0,0,0,0,1
0.15,0,0,0.268,0,6.761,0,0.05,0.24,0,0.81,0.35,0.13,1.14,0.43,1
0,0,1.33,0.05,0.88,3.772,0,0.44,0,0,2.22,0,0,0,0,0
0,0,3.96,0.239,1.98,2.688,0.99,0,0,0,0,0,0,0,0,0
0,0,7.14,0.24,0,1.687,0,0,0,0,0,0,0,0,0,0
0,0,0,0.071,0,6.822,0.42,0,0,0,0.21,0,0.42,0,0,0
0,0,4.34,0,0,1.75,0,0,0,0,0,0,0,0,0,0
0,0,2.22,0,0,3.578,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.392,0,0,0,0,1.67,0,0.55,0,0,0
0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0
0.085,0,0,0.171,0,2.17,0,3.48,0,0,3.48,0.58,0,0,0,1
0,0,0,0.444,0,2.333,0,0,0,0,0,0,0,0,0,0
0,0,0,0.787,0,1.875,0,0,0,0,0,0,0,0,0,0
0.033,0,0.44,0.033,1.12,2.28,0.44,0.44,0,0,0,0,0.22,0,0,0
0.013,0.08,0,0.095,0,4.07,0,0.42,0,0,3.17,0.08,0,0.34,0.17,1
0,0,0,0,16.66,1,0,0,0,0,0,0,0,0,0,0
0,0,0.59,0.107,0,2.741,0,0.59,0,0,0,0,0,0,0,0
0,0,0,0,0,3.066,3.26,0,0,0,0,0,0,0,0,0
0,0,1.72,0,0,2.466,0,0,0,0,0,0,0,0,0,0
0,0,0,0.116,0,1.271,0.33,0,0,0,0,0,0,0,0,0
0.224,0,0,0.102,0,3.656,0,1.44,0.72,0,1.8,0.24,0,0.72,0.24,1
0.263,0.08,0,0.263,0,3.076,0,0.08,0.34,0,0.77,0.08,0.25,0.34,0,1
0,0,0,0,0.49,1.962,0,0,0,0,0,0,0,0,0,0
0,0,1.09,0,0.54,1.373,0,0,0,0,0.54,0,0,0,0,0
0.233,0,0,0.155,0,3.625,0,1.66,0.71,0,1.66,0.23,0,0.47,0.11,1
0,0,6.89,0,0,2.16,0,0,0,0,0,0,0,0,0,0
0.063,0,0,0.633,0,9.043,0,0.18,0.36,0.18,0.72,0.54,0,0,0,1
0,0,0,0.08,0,1.885,0.51,0,0,0,1.02,0,0,0,0,0
0.206,0.2,0,0.275,0,4.923,0,0.2,0.1,0,1.51,0.4,0.2,0.9,0,1
0.034,0.25,0,0.375,0,4.2,0,0.25,0.5,0,2.01,0,0,0,1,1
0.233,0.19,0,0.405,0,4.32,0,1.07,0.09,0.68,1.75,0.87,0.19,0.09,0,1
0,0,0,0,0,1.866,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4.333,0,0,0,0,0,0,0,0,0,1
0,0,15.38,0,0,3.125,0,0,0,0,0,0,0,0,0,0
0.076,0,0,0.255,0,6.3,0,0.15,0,2.26,2.11,0,0,0.15,0,1
0,0,0,0,0,2.527,0.5,0,0,0,0,0,0,0,0,0
0.514,0,0,1.799,0,1.823,0,0,0,0,2.66,0,0,0,2.66,1
0.347,0,0,1.62,0,2.604,0,1.6,0,0,2.4,0,0,0.8,0.8,1
0.263,0,0,0.702,0,6.487,0,0,0.52,1.05,1.05,0,0,1.58,0,1
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.795,0,0,0,0,0,0,0,0,0,0
