HHF,G,Y,FADA,AA,HGD,AT,E,K,T,U,I,B,W,Q,SDE
0,0,0,0,1.06,1.785,0,1.06,0,0,0,0,0,0,0,0
0.165,0.37,0,0.563,0,3.106,0,1.68,0.37,0,0.93,0,0,0,0,1
0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1.311,0,0,5.84,0,5.96,0,0.39,0,0.09,1.08,0.09,0.49,0,0.09,1
0.212,0.4,0,0.706,0,1.838,0,1.6,0,0,2,0,0,0,1.6,1
0,0,0,0.926,0,3.558,0,1.26,0,0,0,0,0,0,0,1
0,0,0.55,0.177,2.2,1.867,0,0.55,0,0,1.1,0,1.1,0,0,0
0,0,0,0,0,1.111,0,0,0,0,0,0,0,0,0,0
0,0,0,1.326,0,2.2,0,0,0,0,4,0,0,0,0,1
0.46,0,0,0,0,3.173,2.45,0,0,0,0,0,0,0,0,0
0.16,0.1,0,0.336,0,6.758,0,0.4,0.4,4.26,1.72,0.2,0,0.4,0.2,1
0,0,0,0.532,0,2.9,0,0,0,0,2.75,0.91,0,0,0,1
0.065,0,0,0.006,0,2.106,0,0.07,0,0.03,1.35,0,0.1,0.1,0.03,1
0,0,0,0,0,3.583,0,0,0,0,4.02,0,0,0,0,0
0.018,0,0,0,0.1,2.43,0.33,0.08,0.02,0,0.19,0,0.02,0.04,0.14,0
0.065,0,0,0.013,0,2.11,0,0.07,0,0.03,1.35,0,0.1,0.1,0.03,1
0,0,0,0.139,0,2.13,0,0,0,0,0,0,0,0,0,0
0,0,0,0,7.69,1.285,0,0,0,0,0,0,0,0,0,0
0,0,0.52,0,1.58,2.173,0,0,0,0,1.05,0,0,0,0,0
0,0,0.33,0,0,1.857,0,0.33,0,0,0,0,0.33,0,0,0
0.784,0.05,0,0.344,0,6.094,0,0.05,0.26,0,1.5,0.44,0.31,1.11,0.44,1
0.022,0,0,0,0,1.423,0,0.25,0,0,0.02,0.15,0.02,0.37,0.22,1
0,0,0,0,1.06,1.705,0,1.06,0,0,1.06,0,0,0,0,0
0,0,0.47,0,0,1.588,0,0.23,0,0,0,0,0,0,0,0
0,0,0,0,0,2.47,0,0,0,0,0.45,0,0,0,0,1
0,0,0,0,1.56,1.5,0,0,0,0,0,0,0,0,0,0
0.057,0.17,0,0.085,0,3.564,0,0,0.35,0,0.7,0,0.17,0.35,0.17,1
0.173,0,0.51,0.26,0,3.298,0,0.25,0,0,0.77,0.77,0,2.05,0,1
0,0,0,0,0,1.607,0.68,0,0,0,0.68,0,0,0,0,0
0.347,1.12,0,1.13,0,4.875,0,2.25,0,0,2.25,0,0.56,0,3.38,1
0.467,0,0,1.203,0,18.4,0,0,0.36,0,2.53,0.72,0.72,0,0.36,1
0,0,0,0,2.56,1.769,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.647,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.3,0,0.32,0,0,0.98,0,0,0,0,0
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0.397,0.4,0,0.977,0,3.166,0,0.6,0.1,0.5,2.03,1.42,0.1,0,0,1
0,0.32,0,0,0.32,5.633,0,0,0,0,2.63,0.32,0,0,0,0
0.784,0.14,0,0.764,0,4.979,0,0.29,0.29,0,0,0.58,0,0,0,1
0,0,0.37,0,0,2.28,0,0,0,0,1.49,0,0,0,0,0
0.354,0,0,0,0,4.047,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1.571,4.76,0,0,0,0,0,0,0,0,0
0,1.07,0,0,0,2.333,0,0.53,0,0,0,0,0,0,0,1
0,0,0,0,0,1.166,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.722,1.35,0,0,0,0,0,0,0,0,0
0,0,0.31,0,0,1.813,0,0.31,0,0,0,0,0,0,0,0
0.021,0.05,1.84,0.029,0,1.871,0,0.15,0.15,0.05,0.46,0.05,0.05,0.05,0.05,0
0,0,0,0.218,0,1.827,0,0,0,0,0,0,0,2.24,0,1
0,0,0,0,0,2.454,0,0,0,0,0,0,0,0,0,0
0.233,0.19,0,0.404,0,4.32,0,1.07,0.09,0.68,1.75,0.87,0.19,0.09,0,1
0.05,0,0,0.083,0,3.075,0,0,0,0,1.64,0.44,0,0,0,1
0,0,0.62,0,0,1.47,0,0,0,0,0,0,0,0,0,0
0,0.04,0,0.033,0,2.747,0.28,0.2,0.12,0,0.2,0.04,0.16,0,0,0
0.068,0,0,0,0,2.736,0,0.26,0.13,0,0.13,0.39,0.13,0,0,1
0.234,0.6,0,0.234,0,4.493,0.12,0.36,0.12,0.12,0.6,0.6,0.24,0.48,0,1
0,0,1.76,0,0.88,1.955,0,0.44,0,0,0.44,0,0,0,0,0
0,0,4.02,0,1,2.319,0,0,0,0,0.5,0,0,0,0,0
0,0,1.79,0,0,1.61,0,0.44,0,0,0,0,0,0,0.89,0
0,0,3.92,0,0,2.95,0,0,0,0,0,0,0,0,0,0
0.195,0.49,0,0.845,0,7.205,0,0,0,0,0.99,0,0.49,0,0,1
0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0
0.308,0.19,0,0.745,0,6.652,0,0,0,0.39,1.38,1.38,0.39,0,0,1
0,0,2.04,0,0,3.9,0,0,0,0,0,0,0,0,0,0
0,0,0,0.078,0,1.114,0,0,0,0,1.39,0.08,0,0,0,0
0,0,0,0,0,9.444,0,0.41,0,0,1.25,0.41,0,0,0.41,1
0,0,0,0,14.28,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1.76,1.763,0,0,0,0,0.88,0,0,0,0,0
0,0,1.11,0,1.66,2.117,0,0,0,0,0,0,0,0,0,0
0.099,0.04,0,0.007,0,1.867,0,0.09,0,0.04,0.28,0.24,0,0.38,0.14,1
0.207,0,0,0.207,0,3.761,0,0,0,0,0,0,0,0,0,1
0.128,0,0,0.472,0,10.877,0,0.27,0,0,1.09,0.54,0.27,0.27,0,1
0.365,0,0.48,0,0,3.016,0,0,0,0,0,0,0,0,0,0
0.127,0,0,0.204,0,2.962,0,0,0.14,0.14,0.88,1.17,0.14,0,0,1
0,0.62,0,0.77,0,2.481,0,0.62,0.62,0,1.25,0,0,0,0.31,1
0,0.49,3.48,0,0.49,5.61,0,0,0,0,0,0,0,0,0,0
0,0.35,0,0.411,0,2.917,0,0.35,0.35,2.82,2.82,0,0,0,1.06,1
0,0.45,0,0.203,0,8.517,0,0.45,0,0,0.45,0,0,0,0,1
0.486,0,0,0.324,0,6.11,0,0.15,0.31,0,1.36,0.58,0.46,0.46,0.42,1
0,0,0,3.907,0,13.928,0,0,0,0,1.75,0,0,0.87,0,1
0,0,1.19,0,0,3.09,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0,0,2.27,0.136,0,1.812,0,0,0,0,1.13,0,0,0,0,0
0,0,0,1.458,1.16,1.066,0,0,0,0,0,0,0,0,0,0
0,0,4.27,0,2.56,2.138,0,0,0,0,0,0,0,0,0,0
0,0,1.36,0,1.02,1.696,0,0,0,0,0.34,0.34,1.36,0,0,0
0.127,0.15,0,1.3,0,5.241,0,0.47,0.31,1.58,3.95,0.15,0,0.15,1.58,1
0,0,0,0,0,1.59,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.55,0,1.7,0,0,0.85,0,0.85,0,0,0
0,0,0,0.152,0,2.166,0,0,0,0,0.86,0,0,0,0,0
0.114,0.25,0,0.394,0,7.54,0.08,0.85,0.17,0.17,0.42,0.59,0.08,0.85,0.08,1
0,0,0,0,0,1.166,0,0,0,0,0,0,0,0,0,0
0,0,0,0,14.28,1,0,0,0,0,0,0,0,0,0,0
0.202,0,0,0.101,0,3.548,0,1.44,0.72,0,1.8,0.24,0,0.72,0.24,1
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1.351,0,32,0,0,0,0,0,0,0,0,0,1
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0.119,0,1.086,0,0.21,0,0,0.43,0,0,0,0,0
0,0,0,0.442,0,2.125,0,0,0,0,0,0,0,0,0,0
0,1.48,0,0.108,0,2.346,0,1.48,0.74,0,3.7,0,0,0,0.74,1
0,0,0,0,4.76,1.8,0,0,0,0,0,0,0,0,0,0
0,0,0,0.473,0,2.454,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.079,0,0,0.089,0,4.924,0,0.34,0,0.05,0.92,0.57,0.05,0,0,1
0.058,0,1.3,0.022,0,1.979,0,0.05,0.2,0,0.65,0.3,0,0.05,0.05,0
0,0,0,0,9.09,1.714,0,0,0,0,0,0,0,0,0,0
0.136,0,0.78,0,0,2.62,0,0.78,0,0,0,0.78,0,0,0,0
0,0,0,0,1.14,1.833,0,0,0,0,0,0,0,0,0,0
0,0,0,0.74,0,1.625,0,0,0,0,0,0,0,0,0,0
0.5,0.13,0,0.456,0,6.049,0,0.13,0.3,0,1.45,0.54,0.4,0.37,0.43,1
0,0,0,0.288,0,6,1.24,0,0,0,3.1,0,0.62,0,0,0
0.043,0,0,1.294,0,3.979,0,0.28,0.28,1.98,2.83,0.28,0,0.28,1.41,1
0.721,0,0,0.25,0,2.742,0,0.52,0.17,0.17,0.87,0,0.17,0,0,1
0,0,0,1.754,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1.35,0,0.8,0,0,1.61,0,0,0,0,0
0,0,0.42,0,0,1.536,0,0,0,0,0,0,0,0,0,0
0,0,2.09,0,0,2.556,0,0.13,0,0,0.13,0,0,0.13,0.13,0
0.141,0.27,0,0.329,0,44.72,0,0.54,0,0,2.44,0,0,0,0,1
0.06,0.33,0,0.06,0,193.5,0,1.35,0.67,0,3.71,0,1.01,0,0,1
0,0,0,0,0,1.666,0.61,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0.8,0,0,0,0.8,0,0,0,0,0
0,0,0,0,0,1.333,0,2.17,0,0,2.17,0,0,0,0,1
0.716,0,0,0.342,0,2.973,0,0.52,0.17,0.17,0.87,0,0.17,0,0,1
0,0,0,0,0,4.368,1.58,0,0,0,0,0,0,0,0,0
0,0.84,0,0.519,0,5,0,0,0.84,0,0.84,0,0.84,0.84,0,1
1.308,0,0,5.828,0,6.047,0,0.39,0,0.09,1.08,0.09,0.49,0,0.09,1
0,0,1.45,0,1.45,1.897,0,0,0,0,2.18,0,0,0,0,0
0,1.04,0,0,0,10.692,0,3.12,0,0,1.04,0,0,0,0,1
0,0,1.29,0,0,1.486,0,1.17,0,0,0.7,0,0,0.11,0.11,0
0.053,0,0.39,0.035,0,5.189,0,0.26,0,0,1.05,0,0,0,0.39,0
0,0,6.08,0.133,0.86,2.607,0,0,0,0,0.86,0,0,0,0,0
0,0,0,0,0,1.361,0,0.29,0.29,0,1.75,0,0,0,2.93,1
0,0,0.66,0,0,2.529,0,0,0,0,1.33,0.66,0,0,0,0
0,0,0,0,0,1.214,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3.22,2.4,0,3.22,0,0,0,0,0,0,0,0
0,0,0,1.088,0,5.714,0,0.85,0,0,0.85,0,0,0,1.7,1
0,1.06,0,0,0,4.909,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1.666,0,0,0,0,1,0,0,0,0,0
0,0.85,0,0.819,0,4.84,0,0.42,0.42,0,1.7,0,0,0,0,1
0.23,0,0,0.23,0,5.538,0,0,0,0,3.84,0,0,0,0,1
0,0,0,0.464,0,1.392,0,1.11,0,0,0.92,0,0,0,0.37,1
0,0,0,0.12,0,1.96,0,0,0,0,0,0,0,0,0,0
0,0,3.57,0,0,1.545,0,0,0,0,0,0,0,0,0,0
0,0.13,0,0,0,1.531,0,0,0,0,0.27,0,0,0,0,1
0,0,0,0.168,0,1.228,0.47,0,0,0,0,0,0,0,0,0
0.105,0.16,0,0.079,0,2,0,0.5,0,0.5,1.51,0,0.67,0,0,1
0.397,0.4,0,1.01,0,3.199,0,0.61,0.1,0.5,2.03,1.42,0.1,0,0,1
0,0,0,0.091,0,1.586,0.51,0,0,0,1.02,0,0,0,0,0
0,0,0,0.718,0,3.718,0,0.34,0,0,1.03,0,0.68,0,0,1
0,1.07,0,0.324,0,7.369,0,1.61,0,0,1.34,0.26,1.07,0,0,1
0,0,3.95,0.056,0,2.969,0,0,0,0,1.43,0,0,0,0,0
0,0,0,0,0,3,1.17,0,0,0,1.17,0,0,0,0,0
0.07,0,0,0.07,0,2.616,0,0,0,0,0,0,0,0.18,0,1
0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0
0.105,0.59,0,0.052,0,2.886,0,0.59,0,0,0,0,0,0,0,1
0,0,0,0,16.66,1.8,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.058,0,0,0,0,1.72,0,0,0,0,0
0,0,1.21,0,0,1.601,0,0,0.17,0,0.17,0,0,0,0.69,0
0,0.51,0,0.126,0,2.285,0,0.34,0,0,1.36,0,0.17,0,0.17,1
0.16,0,0.49,0,0.24,9.31,0,0.24,0,0,0,0,0.24,0,0,0
0.158,0.5,0,0.49,0,8.55,0.1,0.8,0.3,0.2,0.7,0.8,0.2,0.6,0,1
0,0,0,0.232,0,1.551,0,0,0,0,0,0.64,0,0,0,0
0,0,0,0.473,0,2.5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.294,0,0,0,0,0,0,0,0,0,0
0.037,0,0,1.046,0,4.022,0,0.23,0.23,0.23,1.19,0.23,0,0,0,1
0,0.9,0,0,0,2.083,0,0.9,0.9,0,0.9,0,0,0,0,1
0.124,0.09,0,0.088,0,2.405,0,0.09,0,0,1.43,0.38,0.19,0,0,1
1.212,1.02,0,0.071,0,7.025,0,0.51,0,0,0.51,0,0.51,0.51,0,1
1.961,0,0,0.387,0,11,0,1.7,0,0,2.05,0.85,0.17,0.68,0.17,1
0,0,0,0.117,0,2.487,0,0,0,0,2.66,0,0.66,0,0,0
0,0.25,0,0.354,0,2.593,0,0.25,0,0,0.51,0,0,0,0,1
0,0,0,0,11.11,1,0,0,0,0,0,0,0,0,0,0
0,0,5.14,0.097,2.28,2.291,0,0.28,0,0,0,0,0,0,0,0
0.068,0,0,0.816,0,3.173,0,0.65,0,1.97,4.6,0,0,0,0,1
0,0,0,0,0,1.442,0.51,1.53,0,0,0,0,0,0.51,0,0
0,0.42,0,0.187,0,7.951,0,0.42,0,0,0.42,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0
0,0,0,0,0,1.629,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.727,1.61,0,0,0,0,0,0,0,0,0
0.016,0,1.58,0.028,0,1.765,0,0.03,0,0,0.56,0.03,0,0,0,0
0.103,0,2.22,0.31,0,2.034,0,0.74,0,0,0,0,0,0,0,0
0.266,0.07,0,0.319,0,4.689,0,0,0.14,0,1.25,0.66,0.29,0.58,0,1
0,0,8.33,0,4.16,3.444,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,4.76,0,0,0,0,0,0,0,0
0,0.9,0,0.774,0,1,0,0,0,0,3.63,0,0.9,0,0.9,1
0.194,0,0,0.129,0,1.859,0,0,0.42,0,2.94,0,0,0,0,1
0,0,8.33,0,4.16,3.333,0,0,0,0,0,0,0,0,0,0
0,0,0,0.561,0,1.462,0,0.16,0,0,0.5,0,0,0,0.16,0
0,0,0,0,0,1.666,0,0,0,0,0,0,0,0,0,0
0.027,0.17,0,0.167,0,7.527,0,0.35,0.17,0.17,0.71,0,0.35,0,0,1
0,0,0,0.098,0,1.627,1.85,0,0,0,0.61,0,0,0,0,0
0.269,0.91,0,0.672,0,4.35,0,0.91,0,0,0,0,0,0,0,1
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0.406,0,1.425,0.34,0.34,0,0,1.03,0,0,0,0,0
0.094,0,0,1.282,0,3.725,0,0.28,0.28,1.97,3.09,0.28,0.28,0,1.4,1
0,2.22,0,0.146,0,2.058,0,1.11,0,0,2.22,0,1.11,0,0,1
0,0,0,0,0,2.09,0,0,0,0,0,0,0,0,0,0
0,0,0,0.662,0,10.068,0,0,0,0,0,0,0,0.64,0,1
1.281,0,0,0.335,0,7.202,0,0.15,0.3,0,1.34,0.57,0.46,0.5,0.42,1
0,0,0,0.432,2.7,2,0,0,0,0,2.7,0,0,0,0,0
0,0,1.16,0,0,1.476,0,0,0,0,0,0,0,0,0,0
0,0,0,0.398,0,1.181,1.06,0,0,0,1.06,0,0,0,0,0
0.058,0,0.96,0,0,1.755,0,0,0,0,0,0,0,0,0.48,0
0,0,1.27,0,0,4.758,0,0,0,0,0,0,0,0,0,0
0,0.31,0,0,0.95,3.547,0,0.31,0.31,0,0.63,0.31,0,0,0,0
0,0,0,0,25,2.333,0,0,0,0,0,0,0,0,0,0
0,0,0,0.724,0,2.285,0,0,0,0,0,0,0,0,0,0
0.06,0.37,0,0.241,0,2.166,0,0,0,0.37,0.37,0,0,0,0.37,1
0,0,0,0,2,2.95,0,0,0,0,0,0,0,0,0,0
0.18,0.21,0,0.372,0,5.114,0,0.14,0.21,0,1.59,0,0.28,0.43,0.07,1
0,0,0,1.075,0,1.2,3.33,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,3.12,0,0,0,0,0,0,0,0,0
0,0,0.14,0,0,1.566,0,0,0,0,0.14,0.14,0,0,0.14,0
0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0
0,0,1.04,0,0,1.685,0,0,0,0,0.17,0,0,0,0.69,0
0,0,0,0,9.09,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0.98,0.278,0,2.95,0.98,0.98,0.98,0,1.96,0,0,0,0,1
0,0,0,0.06,0,2.55,0.2,0.6,0,0,2.81,0,0.8,0,0,0
0.134,0.56,0,0.574,0,3.155,0.11,1.92,0.22,0,1.36,0,0.68,0.11,0.11,1
0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0.064,0,3.587,0,0.17,0,0,0,0,0,0,0,0
0.191,0,0,0.438,0,14.619,0,0,0,1.15,1.15,1.15,0.38,1.35,0.19,1
0,0,4.16,0,4.16,1.428,0,0,0,0,0,0,0,0,0,0
0.253,1.08,0,1.182,0,5.454,0,0.54,0,0,1.08,0,0,1.62,0.54,1
0.145,0.49,0.09,0.393,0,8.323,0.09,0.78,0.29,0.19,0.68,0.78,0.19,0.59,0,1
0,0,1.92,0.178,0,1.666,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0.015,0,0.1,0,0,1.636,0.8,0.1,0.1,0,0,0,0,0,0,0
0,0,0,0.045,0,1.276,0,0.22,0,0,0.22,0,0,0,0,0
0,0,0,0.563,0,2.928,0,0,0,0,0.55,0.55,0,0,0,0
0,0,0.28,0,0,2.902,0,0,0,0,0.28,0,0,0,0,0
0,0,0,1.405,0,9,0,0,0,0,0,1.16,0,0,0,1
0.903,0,0,0,0,2.285,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,6.09,1.82,0.6,0,0,0.6,0,0.6,0,0,0
0,0,0,0,1.36,1.526,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.611,1.92,0,0,0,1.92,0,0,0,0,0
0,0,0,3.427,0,2.678,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,3.344,0,0,0.34,0,2.06,0,0.68,0,0,0
0,3.12,0,0,0,9.428,0,6.25,0,0,0,0,0,0,0,1
0,0,0,0.877,0,3.4,0,0.53,0,0,1.06,0,0.53,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.232,0.97,0,1.085,0,5.166,0,0.48,0,0,1.45,0,0,1.45,0.48,1
0.235,0,0,0.428,0,3.702,0,0.19,0.25,0.69,1.26,0.76,0.19,0.44,0.44,1
0.182,0.27,0,1.294,0,4.745,0,0.55,0,0.13,2.65,1.11,0.13,0.13,0,1
0.157,0.08,0,0.518,0,7.277,0,0.84,0.08,0.33,0.5,0,0.08,0.42,0.76,1
0,0,0,0,0,1.111,3.03,0,0,0,0,0,0,0,0,0
0,0,2.54,0,0,2.341,0,0.13,0,0,0,0,0,0,0.2,0
0,0,0,0,0.58,1.794,0,0,0,0,0.58,0,0,0,0,0
0,0,0,0,12.5,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0.021,0,1.198,0.11,0,0,0,0.35,0,0,0,0,0
0,0,0,0,0,1.203,1.5,0,0.21,0,0.42,0,0,0,0,0
0,0,2.08,0.173,0,1.777,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.7,18,0,0,0,0,1.4,0,0,0,0.7,0
0.242,0.43,0,0.256,0,6.142,0,0.43,0.26,0.17,1.04,0.69,0.26,0.95,0.08,1
0,0,1.93,0.038,0,1.66,0,0.08,0.17,0,1.14,0.08,0,0,0.26,0
0.064,0.98,0,0.645,0,3.552,0,0.49,0,0,1.96,0,0,0,0.98,1
0,0,0,0.082,0,1.111,0,0,0,0,1.3,0.07,0,0,0,0
0,0,0,0,2,2.75,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0
0.128,0,0,0.153,0,2.686,0,0,0.14,0.14,0.88,1.03,0.14,0,0,1
0,0.35,0,0.397,0,3.388,0,0.7,0.7,0,1.77,0,0.35,0,0,1
0.075,0.16,0,0.05,0,1.419,0,0.8,0.32,0,1.28,0.64,0,0.16,0.32,1
0,0,0,0,1.12,2.236,0,0,0,0,0.56,0,0,0,0,0
0,0,0.19,0.03,0,2.852,0,0,0.38,0,0.38,0,0,0,0,0
0,0,0,0,0,1,5.88,0,0,0,0,0,0,0,0,0
0.37,0,0,0.462,0,2.44,0,1.93,0,0,2.58,0,0,0.64,0.64,1
0,0,0,0.097,0,2.3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.041,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5.333,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.269,0,0,0,0,0,0,0.32,0,0,1
0.169,1.47,0,0.508,0,10.625,0,0,0,0,1.47,0,1.47,0,1.47,1
0,1.08,0,0.334,0,1.325,0,0,0.54,0,1.08,0,0.54,0,0,1
0,0,0,0.057,0,2.972,0,0,0.31,0,1.55,0,0,0,0.31,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0.448,0,5.277,0,0,0,0,0.61,0,0,0,0,0
0,0,2.56,0,0,2.093,0,0,0,0,0,0,0,0,0,0
0.167,0.07,0,0.167,0,3.412,0,0.51,0.07,0,1.85,0.07,0.37,0,0.14,1
0,0,0,0,0,1.8,0,0,0,0,0,0,14.28,0,0,0
0.763,0,0,0,0,2.181,2.32,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.6,2.65,0,0,0,0,0,0,0,0,0
0.231,0,0,0,0,5.977,0,0,0,0,0.44,0,0.44,0,0,1
0.192,0.79,0,0.64,0,2.74,0,0,0,0,2.76,0,0,1.18,0.39,1
0.317,0.19,0,0.766,0,6.652,0,0,0,0.39,1.38,1.38,0.39,0,0,1
0,0.31,0,0.61,0,9.218,0,0,0,0,0.62,0,0.31,0,0,1
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.142,0,0,0,0,0,0,0,0,0,0
0.242,0,0,0.282,0,2.46,0,0.85,0.57,0,0.85,0.28,0,0,0,0
0.172,0,0,0.344,0,2.166,1.02,0,0,0,0,0,0,0,0,0
0.136,0.86,0,0,0,4.541,0,0.86,0,0,0,0,0,0,0,1
0.868,0.02,0,0.391,0,5.783,0,0.09,0.23,0,1.46,0.42,0.28,1.03,0.33,1
0,0,0,0,0,1.714,0,1.85,0,0,0,0,0,0,0,0
0,0,0.16,0.079,0,1.695,0,0,0,0,0.96,0,0,0,0,0
0,0,0,0.724,0,3.071,0,1.28,0,0,1.28,0,0,1.28,0,1
0,0,0,0,0,1,3.84,0,0,0,0,0,0,0,0,0
0,0,1.31,0,0,1.266,0,0,0,0,1.31,0,0,0,0,0
0,0,0,0.729,0,3.833,0,0,0,0,0,0,0,0,0,1
0,0,0,0.304,1.66,2.125,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0
0,0,0,0.211,0,1.333,0,0.73,0,0,2.2,0,0,0,0,1
0.191,0,0,1.147,0,11.735,0,0.28,0,2.31,2.02,0,0,0,1.15,1
0,0,0,0,0,1.987,0,0,0,0,0,0,0,0,0,1
0.205,0,0,0.37,0,2.281,0,0.23,0.23,0,1.91,0.23,0.23,0.23,0,0
1.492,1.33,0,0.213,0,29.125,0,0,0,0,5.33,0,0,0,0,1
0,0,0,0,0,2.176,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.7,4.043,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.25,0,1.79,0,0,4.48,0,0,0,0,1
0,0,1.47,0.484,1.47,2.5,0,0,0,0,2.94,0,0,0,0,0
0,0,0,0.147,0,2.587,0,0,0,0,1.23,0,0,0,0,0
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0.311,0,1.954,0,0,0,0,1.06,0,0,0,0.53,1
0,0,0,0.305,0,1.895,0,0.67,0,0,0.67,0.44,0,0,0,1
0,0.28,0,0.05,0,2.083,0,0.84,0,0,0.28,0.28,0,0,0,1
0,0,0,0,0,1.375,0,0,0,0,0,0,0,0,0,0
0,0,0,0.377,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.88,1.613,0.44,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.309,0,0,0,0,0,0,0,0,0,0
0.182,0,0,0,0,3.545,0,0,0,0,0,0,0,0,1.25,1
0,0,0,0,0,1.404,1.2,0,0,0,0.3,0,0,0,0,0
0,0,0,0,3.03,1.133,0,0,0,0,3.03,0,0,0,0,0
0,0,0,0,0,1.142,0,0,0,0,0,0,0,0,0,0
0,0,0,0.203,1.12,2.222,0,0,0,0,1.12,0,0,0,0,0
0,1.31,0,0.522,0,1.69,0,0.65,0,0,0.65,0,0.65,0,0,1
0,0,0,0,0.97,4.312,0,0,0,0,0,0,0,0,0,0
0,0,0.46,0,0,1.76,0.92,0,0,0,0.46,0,0,0,0,0
0.288,1.41,0,0.144,0,3.745,0,0.47,0.47,0.47,1.41,0,0,0,0,1
0,0,0,0,0,1.125,0,0,0,0,0,0,0,0,0,0
0.543,0.03,0,0.453,0,6.305,0,0.14,0.28,0,1.43,0.56,0.42,0.38,0.45,1
0.674,0.98,0,0.179,0,2.922,0,1.3,0,0.16,1.3,0.32,0.81,0,0.65,1
0,0,0,0.955,0,1.5,0,1.75,0,0,0,0,0,0,0,0
0,0,0.45,0.486,0,3.782,0,0,0,0,1.36,0,0,0,0,0
0,0,0.98,0,0,1.831,0,0.24,0,0,0,0,0,0,0.24,0
0.046,0.15,0,0.25,0,2.569,0,0.76,0.1,0.1,1.57,0.55,0.07,0.05,0.02,1
0,0,0,0,0,1.153,1.2,0,0,0,0,0,0,0,0,0
0.168,0,0,1.68,0,57.23,0,0.47,0,0,5.18,0,0.94,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.169,0.32,0,0,0,1.494,0,0.65,0,0,3.25,0,0,0,0.32,1
0,0,16.66,0,0,4.333,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,3.17,0,0,2.064,0,0,0,0,0,0,0,0,1.24,0
0,0,0.37,0,0,1.663,0,0.18,0,0,0,0,0.18,0,1.89,0
